MatchID,Home,Away,Date,Season,Text
65,Crystal Palace,Liverpool,Fri 30 Mar 2018 11.32 BST,2017-18,"Liverpool can move 10 points clear of fifth-placed Chelsea with a win at Selhurst Park, but will be wary that the ailing champions have two games in hand and are still to host them this season. That should spur Jürgen Klopp’s side on, even with this a nuisance of a game before the more anticipated contests against Manchester City and Everton to come. Palace, with their ranks of wounded still too numerous for comfort, will hope Christian Benteke and Mamadou Sakho have points to prove against their former club. Dominic Fifield"
66,Leicester,Chelsea,Sat 17 Mar 2018 09.00 GMT,2017-18,"An intriguing tie that brings together two clubs who have had contrasting experiences in Spain this week. While Leicester’s players enjoyed some warm-weather training in Marbella, Chelsea were being given the run around by Lionel Messi in Barcelona. That Champions League exit means it is the FA Cup or bust for Chelsea this season, and getting to the semi-finals will be no easy task. Leicester were unlucky not to win when the clubs met at Stamford Bridge two months ago and last week’s 4-1 win at West Brom was a timely confidence boost. Stuart James"
67,Wigan,Southampton,Sat 17 Mar 2018 09.00 GMT,2017-18,"Wigan, after shocking Manchester City in the previous round of the FA Cup, should be confident they can beat Southampton and reach the semi-finals. Mark Hughes’s appointment, though, will surely give struggling Saints a lift after the end of Mauricio Pellegrino’s stagnant stint. Sparks could, and hopefully will, fly as Paul Cook goes toe-to-toe with another fiery big-name manager. Graham Searles"
68,Huddersfield Town,Crystal Palace,Fri 16 Mar 2018 17.42 GMT,2017-18,Wilfried Zaha is likely to start for Crystal Palace against Huddersfield after recovering from injury and the fleet-footed attacker could be crucial to his side’s chances of ending a winless run of seven matches. Respite from the relegation zone awaits if they are able to. David Wagner will believe his side can continue punching above their weight and at worst not surrender any ground to their relegation rivals with a draw. Graham Searles
69,Stoke City,Everton,Fri 16 Mar 2018 16.59 GMT,2017-18,"Sam Allardyce takes Everton to struggling Stoke, whom they beat 1-0 on the opening day with a debut goal from Wayne Rooney when both teams were under different management, with five successive defeats on their recent travels, his last point coming when the team were outplayed in a 0-0 by West Bromwich Albion. “We’ve been using some more work into the mind in the analysis room. Who we are, what we want to achieve, what we can get,” Allardyce said. Stoke, who lost their free-hit to Manchester City 2-0 on Monday, see this as a match they can and must get three points from and with games running out, will be confident they have the wherewithal to further bamboozle Everton. Mark Tallentire"
70,Man Utd,Brighton,Fri 16 Mar 2018 16.22 GMT,2017-18,"Manchester United’s and José Mourinho’s trophy-winning hopes come down to the FA Cup and so a Brighton side, beaten by a Lewis Dunk own goal in November’s league fixture, must be dispatched to keep the season alive. As Tuesday’s Champions League defeat to Sevilla showed, though, United are vulnerable in knockout games, meaning Chris Hughton may quietly fancy his chances of a shock. Jamie Jackson"
71,Swansea,Spurs,Fri 16 Mar 2018 16.00 GMT,2017-18,"Carlos Carvalhal, Swansea’s manager, has a way with words and it was interesting to hear him say that if Tottenham lose this game it will be “like the end of the world” for them. Tottenham’s progress under Mauricio Pochettino is there for all to see but sooner or later he needs to win a trophy, with the FA Cup their only chance of silverware this season. Spurs will have to do without Harry Kane, although Swansea’s list of absentees is much longer and leaves them desperately short of attacking options. Stuart James"
72,Liverpool,Watford,Fri 16 Mar 2018 14.13 GMT,2017-18,Liverpool will be eager to return to winning ways against Watford and open up a seven-point gap over Chelsea in fifth place. Jürgen Klopp’s side were undone by mistakes at Old Trafford last week and the manager could make changes as he searches for a more sturdy defensive combination that could help guide Liverpool past Manchester City in the Champions League quarter-finals in April. Graham Searles
73,Bournemouth,West Bromwich Albion,Fri 16 Mar 2018 13.24 GMT,2017-18,"West Bromwich Albion’s time in the Premier League appears to be reaching an inevitable conclusion after another defeat, against Leicester, last week. A seventh in succession feels likely for Alan Pardew’s side, despite Gareth Barry and Jonny Evans returning, and a win for Bournemouth would give them one of the three required to confirm a fourth season in the top flight. Is there a risk of complacency for Bournemouth? “Absolutely no chance,” said Eddie Howe. Graham Searles"
74,Bournemouth,Tottenham Hotspur,Sat 10 Mar 2018 09.00 GMT,2017-18,"Bournemouth become the first team to take on a wounded Tottenham who are nevertheless undefeated in 11 league games and desperate to take another step towards qualifying for the Champions League for the third season in a row. “The competition doesn’t wait for you,” said the manager, Mauricio Pochettino, reflecting on their calamitous midweek loss to Juventus. “If you’re happy or sad, the team has to move on and think about the weekend.” Bournemouth have been doing little else since their draw at Leicester last time out, with Jermain Defoe, scorer of 91 league goals for Spurs, likely to be on the bench again. “Since Christmas we have been very strong and have beaten some big teams here,” said the manager Eddie Howe, who would probably be delighted with a point this time. Mark Tallentire"
75,Stoke City,Manchester City,Sat 10 Mar 2018 09.00 GMT,2017-18,"Stoke, under Mark Hughes, were humiliated 7-2 by Manchester City back in October with six different Citizens finding the net. However while Pep Guardiola’s side are the heavy favourites to win again – a repeated destruction is unlikely. Paul Lambert has brought back Stoke’s once-lauded defensive stability. They have conceded four in six games with the Scot in charge compared to 50 in the 23 preceding games this season, which provides hope in more important fixtures to come. Graham Searles"
76,Arsenal,Watford,Sat 10 Mar 2018 08.59 GMT,2017-18,"Arsenal showed ‘cojones’ in the Europa League win at Milan on Thursday – something the Watford captain, Troy Deeney, accused them of lacking at Vicarage Road in October. Arsène Wenger’s players might want to prove a point to him but, really, the oomph has been knocked from their Premier League season. It is now the Europa League or bust. Watford have won three out of their past four matches. As ever, the mood at the Emirates will be a sub-plot. David Hytner"
